genes;;;
Grin1;;;
Grin2a;;;
Gabbr2;;;
Gabra1;;;
Nr3c2;;;
Per1;;;
Npy;;;
Nfkbia;;;
Penk;;;
Dusp1;;;
Cst3;;;
Trib1;;;
Htra1;;;
Sdc4;;;
Plekhf1;;;
Egr1;;;
Egr2;;;
Egr4;;;
Arc;;;
Fos;;;
Fosb;;;
